Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
..,com.Group11.soulfulplates.models,Transaction,9,0,17,17,62,17,0,0,0.0,5,1,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\models\Transaction.java,10
..,com.Group11.soulfulplates.models,User,13,0,2,2,24,2,0,0,1.0,17,1,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\models\User.java,12
..,com.Group11.soulfulplates.models,UserFoodPreference,4,0,0,0,6,0,0,0,-1.0,0,2,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\models\UserFoodPreference.java,5
..,com.Group11.soulfulplates.models,Wishlist,4,0,0,0,6,0,0,0,-1.0,5,1,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\models\Wishlist.java,9
..,com.Group11.soulfulplates.models,WishlistItem,4,0,9,9,32,9,0,0,0.5555555555555556,0,2,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\models\WishlistItem.java,6
..,com.Group11.soulfulplates.payload.request,CartItemDto,3,0,8,8,30,8,0,0,0.25,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\request\CartItemDto.java,3
..,com.Group11.soulfulplates.payload.request,CategoryRequest,2,0,4,4,16,4,0,0,0.5,2,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\request\CategoryRequest.java,2
..,com.Group11.soulfulplates.payload.request,CreateCartItemRequest,4,0,10,10,38,10,0,0,0.2,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\request\CreateCartItemRequest.java,3
..,com.Group11.soulfulplates.payload.request,CreateCartRequest,2,0,6,6,22,6,0,0,0.3333333333333333,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\request\CreateCartRequest.java,3
..,com.Group11.soulfulplates.payload.request,CreateOrderRequest,8,0,8,8,60,8,0,0,0.5,5,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\designite\..\src\main\java\com\Group11\soulfulplates\payload\request\CreateOrderRequest.java,5
