Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
..,com.Group11.soulfulplates.payload.request,CreateRatingRequest,setStoreId,3,1,1,29,0,,
..,com.Group11.soulfulplates.payload.request,CreateRatingRequest,getOrderId,3,1,0,33,0,,
..,com.Group11.soulfulplates.payload.request,CreateRatingRequest,setOrderId,3,1,1,37,0,,
..,com.Group11.soulfulplates.payload.request,CreateRatingRequest,getRating,3,1,0,41,0,,
..,com.Group11.soulfulplates.payload.request,CreateRatingRequest,setRating,3,1,1,45,0,,
..,com.Group11.soulfulplates.payload.request,CreateRatingRequest,getFeedback,3,1,0,49,0,,
..,com.Group11.soulfulplates.payload.request,CreateRatingRequest,setFeedback,3,1,1,53,0,,
..,com.Group11.soulfulplates.payload.request,GetOrderDetailsRequest,getUserId,3,1,0,7,0,,
..,com.Group11.soulfulplates.payload.request,GetOrderDetailsRequest,setUserId,3,1,1,11,0,,
..,com.Group11.soulfulplates.payload.request,GetOrderDetailsRequest,getOrderId,3,1,0,15,0,,
..,com.Group11.soulfulplates.payload.request,GetOrderDetailsRequest,setOrderId,3,1,1,19,0,,
..,com.Group11.soulfulplates.payload.request,GetOrdersRequest,getUserId,3,1,0,9,0,,
..,com.Group11.soulfulplates.payload.request,GetOrdersRequest,setUserId,3,1,1,13,0,,
..,com.Group11.soulfulplates.payload.request,GetOrdersRequest,getStatus,3,1,0,17,0,,
..,com.Group11.soulfulplates.payload.request,GetOrdersRequest,setStatus,3,1,1,21,0,,
..,com.Group11.soulfulplates.payload.request,GetOrdersRequest,getLimit,3,1,0,25,0,,
..,com.Group11.soulfulplates.payload.request,GetOrdersRequest,setLimit,3,1,1,29,0,,
..,com.Group11.soulfulplates.payload.request,GetOrdersRequest,getOffset,3,1,0,33,0,,
..,com.Group11.soulfulplates.payload.request,GetOrdersRequest,setOffset,3,1,1,37,0,,
..,com.Group11.soulfulplates.payload.request,GetStoreOrders,getStoreId,3,1,0,9,0,,
..,com.Group11.soulfulplates.payload.request,GetStoreOrders,setStoreId,3,1,1,13,0,,
..,com.Group11.soulfulplates.payload.request,GetStoreOrders,getStatus,3,1,0,17,0,,
..,com.Group11.soulfulplates.payload.request,GetStoreOrders,setStatus,3,1,1,21,0,,
..,com.Group11.soulfulplates.payload.request,GetStoreOrders,getLimit,3,1,0,25,0,,
..,com.Group11.soulfulplates.payload.request,GetStoreOrders,setLimit,3,1,1,29,0,,
..,com.Group11.soulfulplates.payload.request,GetStoreOrders,getOffset,3,1,0,33,0,,
..,com.Group11.soulfulplates.payload.request,GetStoreOrders,setOffset,3,1,1,37,0,,
..,com.Group11.soulfulplates.payload.request,PaymentFilterRequestBuyer,getUserId,3,1,0,9,0,,
..,com.Group11.soulfulplates.payload.request,PaymentFilterRequestBuyer,setUserId,3,1,1,10,0,,
..,com.Group11.soulfulplates.payload.request,PaymentFilterRequestBuyer,getLimit,3,1,0,12,0,,
..,com.Group11.soulfulplates.payload.request,PaymentFilterRequestBuyer,setLimit,3,1,1,13,0,,
..,com.Group11.soulfulplates.payload.request,PaymentFilterRequestBuyer,getOffset,3,1,0,15,0,,
..,com.Group11.soulfulplates.payload.request,PaymentFilterRequestBuyer,setOffset,3,1,1,16,0,,
..,com.Group11.soulfulplates.payload.request,PaymentFilterRequestBuyer,getStatus,3,1,0,18,0,,
..,com.Group11.soulfulplates.payload.request,PaymentFilterRequestBuyer,setStatus,3,1,1,19,0,,
..,com.Group11.soulfulplates.payload.request,SubcategoryRequest,getCategoryId,3,1,0,8,0,,
..,com.Group11.soulfulplates.payload.request,SubcategoryRequest,setCategoryId,3,1,1,12,0,,
..,com.Group11.soulfulplates.payload.request,SubcategoryRequest,getSubcategoryName,3,1,0,16,0,,
..,com.Group11.soulfulplates.payload.request,SubcategoryRequest,setSubcategoryName,3,1,1,20,0,,
..,com.Group11.soulfulplates.payload.request,SubcategoryRequest,getStoreId,3,1,0,24,0,,
..,com.Group11.soulfulplates.payload.request,SubcategoryRequest,setStoreId,3,1,1,28,0,,
..,com.Group11.soulfulplates.payload.request,UpdatePaymentStatusRequest,getPaymentId,3,1,0,10,0,,
..,com.Group11.soulfulplates.payload.request,UpdatePaymentStatusRequest,setPaymentId,3,1,1,14,0,,
..,com.Group11.soulfulplates.payload.request,UpdatePaymentStatusRequest,getTransactionId,3,1,0,18,0,,
..,com.Group11.soulfulplates.payload.request,UpdatePaymentStatusRequest,setTransactionId,3,1,1,22,0,,
..,com.Group11.soulfulplates.payload.request,UpdatePaymentStatusRequest,getStatus,3,1,0,26,0,,
..,com.Group11.soulfulplates.payload.request,UpdatePaymentStatusRequest,setStatus,3,1,1,30,0,,
..,com.Group11.soulfulplates.payload.request,UpdateTransactionStatusRequest,getTransactionId,3,1,0,9,0,,
..,com.Group11.soulfulplates.payload.request,UpdateTransactionStatusRequest,setTransactionId,3,1,1,13,0,,
..,com.Group11.soulfulplates.payload.request,UpdateTransactionStatusRequest,getStatus,3,1,0,17,0,,
..,com.Group11.soulfulplates.payload.request,UpdateTransactionStatusRequest,setStatus,3,1,1,21,0,,
..,com.Group11.soulfulplates.payload.request,WishlistRequest,WishlistRequest,2,1,0,16,0,,
..,com.Group11.soulfulplates.payload.request,WishlistRequest,WishlistRequest,5,1,3,19,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getCartItemId,3,1,0,26,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setCartItemId,3,1,1,30,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getUserId,3,1,0,34,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setUserId,3,1,1,38,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getMenuId,3,1,0,42,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setMenuId,3,1,1,46,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getQuantity,3,1,0,50,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setQuantity,3,1,1,54,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getNotes,3,1,0,58,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setNotes,3,1,1,62,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getCreated,3,1,0,66,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setCreated,3,1,1,70,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getUpdated,3,1,0,74,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setUpdated,3,1,1,78,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getOrderId,3,1,0,82,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setOrderId,3,1,1,86,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getIsActive,3,1,0,90,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setIsActive,3,1,1,94,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getItemDescription,3,1,0,98,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setItemDescription,3,1,1,102,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getItemType,3,1,0,106,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setItemType,3,1,1,110,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getItemName,3,1,0,114,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setItemName,3,1,1,118,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getCategory,3,1,0,122,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setCategory,3,1,1,126,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getPrice,3,1,0,130,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setPrice,3,1,1,134,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,getAvailability,3,1,0,138,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,setAvailability,3,1,1,142,0,,
..,com.Group11.soulfulplates.payload.response,CartItemDTO,toString,3,1,0,147,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,CartItemResponse,2,1,0,17,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,getCartItemId,3,1,0,21,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,setCartItemId,3,1,1,25,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,getCartId,3,1,0,29,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,setCartId,3,1,1,33,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,getMenuItemId,3,1,0,37,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,setMenuItemId,3,1,1,41,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,getQuantity,3,1,0,45,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,setQuantity,3,1,1,49,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,getAddedDate,3,1,0,53,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,setAddedDate,3,1,1,57,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,getNotes,3,1,0,61,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,setNotes,3,1,1,65,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,getOrderId,3,1,0,69,0,,
..,com.Group11.soulfulplates.payload.response,CartItemResponse,setOrderId,3,1,1,73,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,CartResponse,2,1,0,15,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,getCartId,3,1,0,19,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,setCartId,3,1,1,23,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,getUserId,3,1,0,27,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,setUserId,3,1,1,31,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,getServiceProviderId,3,1,0,35,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,setServiceProviderId,3,1,1,39,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,getLastUpdatedDate,3,1,0,43,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,setLastUpdatedDate,3,1,1,47,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,getCreatedDate,3,1,0,51,0,,
..,com.Group11.soulfulplates.payload.response,CartResponse,setCreatedDate,3,1,1,55,0,,
..,com.Group11.soulfulplates.payload.response,CreateOrderResponse,CreateOrderResponse,5,1,3,8,0,,
..,com.Group11.soulfulplates.payload.response,CreateOrderResponse,getCode,3,1,0,34,0,,
..,com.Group11.soulfulplates.payload.response,CreateOrderResponse,setCode,3,1,1,38,0,,
..,com.Group11.soulfulplates.payload.response,CreateOrderResponse,getDescription,3,1,0,42,0,,
..,com.Group11.soulfulplates.payload.response,CreateOrderResponse,setDescription,3,1,1,46,0,,
..,com.Group11.soulfulplates.payload.response,CreateOrderResponse,getData,3,1,0,50,0,,
..,com.Group11.soulfulplates.payload.response,CreateOrderResponse,setData,3,1,1,54,0,,
..,com.Group11.soulfulplates.payload.response,CreatePaymentResponse,CreatePaymentResponse,5,1,3,11,0,,
..,com.Group11.soulfulplates.payload.response,CreatePaymentResponse,getCode,3,1,0,18,0,,
..,com.Group11.soulfulplates.payload.response,CreatePaymentResponse,setCode,3,1,1,22,0,,
..,com.Group11.soulfulplates.payload.response,CreatePaymentResponse,getData,3,1,0,26,0,,
..,com.Group11.soulfulplates.payload.response,CreatePaymentResponse,setData,3,1,1,30,0,,
..,com.Group11.soulfulplates.payload.response,CreatePaymentResponse,getDescription,3,1,0,34,0,,
..,com.Group11.soulfulplates.payload.response,CreatePaymentResponse,setDescription,3,1,1,38,0,,
..,com.Group11.soulfulplates.payload.response,JwtResponse,JwtResponse,10,1,8,26,0,,
..,com.Group11.soulfulplates.payload.response,JwtResponse,JwtResponse,14,1,12,38,0,,
..,com.Group11.soulfulplates.payload.response,MessageResponse,MessageResponse,5,1,3,11,0,,
..,com.Group11.soulfulplates.payload.response,OrderDetailsResponse,OrderDetailsResponse,5,1,3,12,0,,
..,com.Group11.soulfulplates.payload.response,OrderDetailsResponse,getCode,3,1,0,19,0,,
..,com.Group11.soulfulplates.payload.response,OrderDetailsResponse,setCode,3,1,1,23,0,,
..,com.Group11.soulfulplates.payload.response,OrderDetailsResponse,getDescription,3,1,0,27,0,,
..,com.Group11.soulfulplates.payload.response,OrderDetailsResponse,setDescription,3,1,1,31,0,,
..,com.Group11.soulfulplates.payload.response,OrderDetailsResponse,getData,3,1,0,35,0,,
..,com.Group11.soulfulplates.payload.response,OrderDetailsResponse,setData,3,1,1,39,0,,
..,com.Group11.soulfulplates.payload.response,OrdersResponse,OrdersResponse,5,1,3,11,0,,
..,com.Group11.soulfulplates.payload.response,OrdersResponse,getCode,3,1,0,17,0,,
..,com.Group11.soulfulplates.payload.response,OrdersResponse,setCode,3,1,1,21,0,,
..,com.Group11.soulfulplates.payload.response,OrdersResponse,getDescription,3,1,0,25,0,,
..,com.Group11.soulfulplates.payload.response,OrdersResponse,setDescription,3,1,1,29,0,,
..,com.Group11.soulfulplates.payload.response,OrdersResponse,getData,3,1,0,33,0,,
..,com.Group11.soulfulplates.payload.response,OrdersResponse,setData,3,1,1,37,0,,
..,com.Group11.soulfulplates.payload.response,OtpResponse,OtpCode,5,1,0,10,0,,
..,com.Group11.soulfulplates.payload.response,PaymentFilterResponse,PaymentFilterResponse,15,1,13,26,0,,
..,com.Group11.soulfulplates.payload.response,SellerResponse,SellerResponse,5,1,3,9,0,,
..,com.Group11.soulfulplates.payload.response,SellerResponse,getCode,3,1,0,15,0,,
..,com.Group11.soulfulplates.payload.response,SellerResponse,setCode,3,1,1,19,0,,
..,com.Group11.soulfulplates.payload.response,SellerResponse,getData,3,1,0,23,0,,
..,com.Group11.soulfulplates.payload.response,SellerResponse,setData,3,1,1,27,0,,
..,com.Group11.soulfulplates.payload.response,SellerResponse,getDescription,3,1,0,31,0,,
..,com.Group11.soulfulplates.payload.response,SellerResponse,setDescription,3,1,1,35,0,,
..,com.Group11.soulfulplates.repository,AddressRepository,findByUser,0,1,1,14,0,,
..,com.Group11.soulfulplates.repository,AddressRepository,findAllStoresLatLon,0,1,0,16,0,,
..,com.Group11.soulfulplates.repository,CartItemRepository,findByOrderOrderId,0,1,1,11,0,,
..,com.Group11.soulfulplates.repository,CategoryRepository,findAllCategoriesWithSubcategoriesByStoreId,0,1,1,14,0,,
..,com.Group11.soulfulplates.repository,OrderRepository,findByOrderIdAndUserId,0,1,2,14,0,,
..,com.Group11.soulfulplates.repository,OrderRepository,findByUserIdAndStatusOrderByCreatedAtDesc,0,1,3,15,0,,
..,com.Group11.soulfulplates.repository,OrderRepository,findByStoreStoreIdAndStatusOrderByCreatedAtDesc,0,1,3,16,0,,
..,com.Group11.soulfulplates.repository,PaymentRepository,findByOrderOrderId,0,1,1,14,0,,
..,com.Group11.soulfulplates.repository,PaymentRepository,findFirstByOrderOrderIdOrderByPaymentIdDesc,0,1,1,15,0,,
..,com.Group11.soulfulplates.repository,PaymentRepository,findByTransactionUserIdAndStatusOrderByCreatedAtDesc,0,1,3,16,0,,
..,com.Group11.soulfulplates.repository,PaymentRepository,findByStoreStoreIdAndStatusOrderByCreatedAtDesc,0,1,3,17,0,,
..,com.Group11.soulfulplates.repository,RatingRepository,findByStoreStoreId,0,1,1,9,0,,
..,com.Group11.soulfulplates.repository,RatingRepository,findByRatingId,0,1,1,10,0,,
..,com.Group11.soulfulplates.repository,RoleRepository,findByName,0,1,1,13,0,,
..,com.Group11.soulfulplates.repository,StoreRepository,findByUser_Id,0,1,1,12,0,,
..,com.Group11.soulfulplates.repository,UserRepository,findByUsername,0,1,1,15,0,,
..,com.Group11.soulfulplates.repository,UserRepository,findByEmail,0,1,1,16,0,,
..,com.Group11.soulfulplates.repository,UserRepository,findById,0,1,1,17,0,,
..,com.Group11.soulfulplates.repository,UserRepository,existsByUsername,0,1,1,18,0,,
..,com.Group11.soulfulplates.repository,UserRepository,existsByEmail,0,1,1,20,0,,
..,com.Group11.soulfulplates.repository,UserRepository,existsById,0,1,1,22,0,,
..,com.Group11.soulfulplates.security.jwt,AuthEntryPointJwt,commence,11,1,3,27,0,,
..,com.Group11.soulfulplates.security.jwt,AuthTokenFilter,doFilterInternal,16,2,3,29,0,com.Group11.soulfulplates.security.services.UserDetailsServiceImpl,com.Group11.soulfulplates.security.services.UserDetailsServiceImpl; com.Group11.soulfulplates.security.jwt.JwtUtils; com.Group11.soulfulplates.security.jwt.AuthTokenFilter
..,com.Group11.soulfulplates.security.jwt,AuthTokenFilter,parseJwt,7,2,1,54,0,,
..,com.Group11.soulfulplates.security.jwt,JwtUtils,generateJwtToken,4,1,1,27,0,com.Group11.soulfulplates.security.services.UserDetailsImpl,com.Group11.soulfulplates.security.services.UserDetailsImpl; com.Group11.soulfulplates.security.jwt.JwtUtils
..,com.Group11.soulfulplates.security.jwt,JwtUtils,key,3,1,0,39,0,,
..,com.Group11.soulfulplates.security.jwt,JwtUtils,getUserNameFromJwtToken,3,1,1,43,0,com.Group11.soulfulplates.security.jwt.JwtUtils,com.Group11.soulfulplates.security.jwt.JwtUtils
..,com.Group11.soulfulplates.security.jwt,JwtUtils,validateJwtToken,19,1,1,48,0,com.Group11.soulfulplates.security.jwt.JwtUtils,com.Group11.soulfulplates.security.jwt.JwtUtils
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,UserDetailsImpl,10,1,8,31,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,build,4,1,1,43,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,getAuthorities,3,1,0,58,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,getPassword,3,1,0,63,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,getUsername,3,1,0,69,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,isAccountNonExpired,3,1,0,74,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,isAccountNonLocked,3,1,0,79,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,isCredentialsNonExpired,3,1,0,84,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,isEnabled,3,1,0,89,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,equals,6,3,1,94,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsImpl,hashCode,3,1,0,104,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsServiceImpl,UserDetailsServiceImpl,3,1,1,15,0,,
..,com.Group11.soulfulplates.security.services,UserDetailsServiceImpl,loadUserByUsername,4,1,1,19,0,com.Group11.soulfulplates.repository.UserRepository,com.Group11.soulfulplates.repository.UserRepository; com.Group11.soulfulplates.security.services.UserDetailsImpl
..,com.Group11.soulfulplates.security,WebSecurityConfig,authenticationJwtTokenFilter,3,1,0,30,0,,
..,com.Group11.soulfulplates.security,WebSecurityConfig,authenticationProvider,6,1,0,36,0,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
..,com.Group11.soulfulplates.security,WebSecurityConfig,authenticationManager,3,1,1,46,0,,
..,com.Group11.soulfulplates.security,WebSecurityConfig,passwordEncoder,3,1,0,51,0,,
..,com.Group11.soulfulplates.security,WebSecurityConfig,filterChain,6,1,1,56,0,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
..,com.Group11.soulfulplates.services,AddressService,createAddress,0,1,1,9,0,,
..,com.Group11.soulfulplates.services,AddressService,getAddressById,0,1,1,11,0,,
..,com.Group11.soulfulplates.services,AddressService,getAllAddresses,0,1,0,13,0,,
..,com.Group11.soulfulplates.services,AddressService,updateAddress,0,1,1,15,0,,
..,com.Group11.soulfulplates.services,AddressService,deleteAddress,0,1,1,17,0,,
..,com.Group11.soulfulplates.services,AddressService,getAllStoresLatLon,0,1,0,19,0,,
..,com.Group11.soulfulplates.services,MenuItemService,getAllItems,0,1,0,8,0,,
..,com.Group11.soulfulplates.services,MenuItemService,getItemById,0,1,1,9,0,,
..,com.Group11.soulfulplates.services,MenuItemService,createItem,0,1,1,10,0,,
..,com.Group11.soulfulplates.services,MenuItemService,updateItem,0,1,2,11,0,,
..,com.Group11.soulfulplates.services,MenuItemService,deleteItem,0,1,1,12,0,,
..,com.Group11.soulfulplates.services,OrderService,createOrder,0,1,1,10,0,,
..,com.Group11.soulfulplates.services,OrderService,updateOrderStatus,0,1,2,11,0,,
..,com.Group11.soulfulplates.services,OrderService,getOrderDetails,0,1,2,12,0,,
..,com.Group11.soulfulplates.services,OrderService,getOrdersForUser,0,1,4,13,0,,
..,com.Group11.soulfulplates.services,OrderService,getOrdersForStore,0,1,4,14,0,,
..,com.Group11.soulfulplates.services,PaymentService,createPaymentAndTransaction,0,1,1,10,0,,
..,com.Group11.soulfulplates.services,PaymentService,updatePaymentStatus,0,1,3,11,0,,
..,com.Group11.soulfulplates.services,PaymentService,filterPayments,0,1,4,12,0,,
..,com.Group11.soulfulplates.services,PaymentService,filterSellerPayments,0,1,4,13,0,,
..,com.Group11.soulfulplates.services,RatingService,addRatingAndLinkToOrder,0,1,1,8,0,,
..,com.Group11.soulfulplates.services,RatingService,getAverageRating,0,1,1,9,0,,
..,com.Group11.soulfulplates.services,StoreService,existsById,0,1,1,9,0,,
..,com.Group11.soulfulplates.services,StoreService,createStore,0,1,1,11,0,,
..,com.Group11.soulfulplates.services,StoreService,getStoreById,0,1,1,13,0,,
..,com.Group11.soulfulplates.services,StoreService,getAllStores,0,1,0,15,0,,
..,com.Group11.soulfulplates.services,StoreService,deleteStore,0,1,1,19,0,,
..,com.Group11.soulfulplates.services,StoreService,updateStoreByUserId,0,1,2,23,0,,
..,com.Group11.soulfulplates.services,TransactionService,createTransaction,0,1,1,8,0,,
..,com.Group11.soulfulplates.services,TransactionService,updateTransactionStatus,0,1,2,9,0,,
..,com.Group11.soulfulplates.services.impl,AddressServiceImpl,createAddress,3,1,1,19,0,,
..,com.Group11.soulfulplates.services.impl,AddressServiceImpl,getAddressById,3,1,1,24,0,,
..,com.Group11.soulfulplates.services.impl,AddressServiceImpl,getAllAddresses,3,1,0,29,0,,
..,com.Group11.soulfulplates.services.impl,AddressServiceImpl,updateAddress,3,1,1,34,0,,
..,com.Group11.soulfulplates.services.impl,AddressServiceImpl,deleteAddress,3,1,1,39,0,,
..,com.Group11.soulfulplates.services.impl,AddressServiceImpl,getAllStoresLatLon,3,1,0,44,0,com.Group11.soulfulplates.repository.AddressRepository,com.Group11.soulfulplates.repository.AddressRepository
..,com.Group11.soulfulplates.services.impl,CategoryService,createCategory,3,1,1,17,0,,
..,com.Group11.soulfulplates.services.impl,CategoryService,editCategory,3,1,1,21,0,,
..,com.Group11.soulfulplates.services.impl,CategoryService,deleteCategory,3,1,1,25,0,,
..,com.Group11.soulfulplates.services.impl,CategoryService,getCategoryById,3,1,1,29,0,,
..,com.Group11.soulfulplates.services.impl,CategoryService,getAllCategories,3,1,0,33,0,,
..,com.Group11.soulfulplates.services.impl,CategoryService,findAllCategoriesWithSubcategoriesByStoreId,3,1,1,37,0,com.Group11.soulfulplates.repository.CategoryRepository,com.Group11.soulfulplates.repository.CategoryRepository
..,com.Group11.soulfulplates.services.impl,MenuItemService,createMenuItem,3,1,1,33,0,,
..,com.Group11.soulfulplates.services.impl,MenuItemService,findMenuById,3,1,1,37,0,,
..,com.Group11.soulfulplates.services.impl,MenuItemService,editMenuItem,3,1,2,42,0,,
..,com.Group11.soulfulplates.services.impl,MenuItemService,deleteMenuItem,3,1,1,47,0,,
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,OrderServiceImpl,10,1,8,37,0,,
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,createOrder,26,3,1,50,0,com.Group11.soulfulplates.payload.request.CreateOrderRequest,com.Group11.soulfulplates.payload.request.CreateOrderRequest; com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.models.CartItem; com.Group11.soulfulplates.repository.UserRepository
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,updateOrderStatus,8,2,2,87,0,com.Group11.soulfulplates.models.Order,com.Group11.soulfulplates.models.Order
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,getOrderDetails,5,1,2,98,0,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.services.impl.OrderServiceImpl; com.Group11.soulfulplates.repository.OrderRepository
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,mapOrderToOrderDetailsData,37,6,1,113,0,com.Group11.soulfulplates.models.Payment,com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.repository.PaymentRepository; com.Group11.soulfulplates.utils.CartItemUtils; com.Group11.soulfulplates.models.Rating; com.Group11.soulfulplates.models.Store; com.Group11.soulfulplates.repository.CartItemRepository
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,mapMenuItemToDTO,25,3,1,162,0,com.Group11.soulfulplates.models.SubCategory,com.Group11.soulfulplates.models.SubCategory; com.Group11.soulfulplates.models.Category
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,getOrdersForUser,6,1,4,191,0,com.Group11.soulfulplates.repository.OrderRepository,com.Group11.soulfulplates.repository.OrderRepository
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,convertToOrderData,33,6,1,207,0,com.Group11.soulfulplates.models.Payment,com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.repository.PaymentRepository; com.Group11.soulfulplates.utils.CartItemUtils; com.Group11.soulfulplates.models.Rating; com.Group11.soulfulplates.models.Store; com.Group11.soulfulplates.repository.CartItemRepository
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,convertToItemData,31,3,1,249,0,com.Group11.soulfulplates.models.SubCategory,com.Group11.soulfulplates.models.SubCategory; com.Group11.soulfulplates.models.Category
..,com.Group11.soulfulplates.services.impl,OrderServiceImpl,getOrdersForStore,6,1,4,283,0,com.Group11.soulfulplates.repository.OrderRepository,com.Group11.soulfulplates.repository.OrderRepository
..,com.Group11.soulfulplates.services.impl,PaymentServiceImpl,createPaymentAndTransaction,54,7,1,49,0,com.Group11.soulfulplates.payload.request.CreatePaymentRequest,com.Group11.soulfulplates.payload.request.CreatePaymentRequest; com.Group11.soulfulplates.models.Transaction; com.Group11.soulfulplates.utils.CartItemUtils; com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.repository.UserRepository; com.Group11.soulfulplates.repository.CartItemRepository
..,com.Group11.soulfulplates.services.impl,PaymentServiceImpl,updatePaymentStatus,9,2,3,108,0,com.Group11.soulfulplates.models.Payment,com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.models.Transaction
..,com.Group11.soulfulplates.services.impl,PaymentServiceImpl,filterPayments,10,1,4,123,0,com.Group11.soulfulplates.repository.PaymentRepository,com.Group11.soulfulplates.repository.PaymentRepository
..,com.Group11.soulfulplates.services.impl,PaymentServiceImpl,filterSellerPayments,9,1,4,153,0,com.Group11.soulfulplates.repository.PaymentRepository,com.Group11.soulfulplates.repository.PaymentRepository
..,com.Group11.soulfulplates.services.impl,RatingServiceImpl,addRatingAndLinkToOrder,35,6,1,29,0,com.Group11.soulfulplates.repository.RatingRepository,com.Group11.soulfulplates.repository.RatingRepository; com.Group11.soulfulplates.models.Rating; com.Group11.soulfulplates.payload.request.CreateRatingRequest; com.Group11.soulfulplates.models.Order
